Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,ScopusID,EID
14,Burrows M.,"Jumping mechanisms in adult caddis flies (Insecta, Trichoptera)",2015,Journal of Experimental Biology,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84964068575&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84964068575&origin=inward,,2026-01-16 11:49:34,Article,10.1242/jeb.123471,00220949,https://api.elsevier.com/content/abstract/scopus_id/84964068575,218,17,,,,1.4,14.0,1,10,,,,84964068575,2-s2.0-84964068575
0,Knight K.,Muscle powers caddis fly take-offs,2015,Journal of Experimental Biology,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84981161474&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84981161474&origin=inward,,2026-01-16 11:49:34,Note,10.1242/jeb.129718,00220949,https://api.elsevier.com/content/abstract/scopus_id/84981161474,218,17,,,,0.0,0.0,1,10,,,,84981161474,2-s2.0-84981161474
15,Tszydel M.,"Research on possible medical use of silk produced by caddisfly larvae of Hydropsyche angustipennis (Trichoptera, Insecta)",2015,Journal of the Mechanical Behavior of Biomedical Materials,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84923307429&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84923307429&origin=inward,,2026-01-16 11:49:34,Article,10.1016/j.jmbbm.2015.02.003,17516161,https://api.elsevier.com/content/abstract/scopus_id/84923307429,45,,,,,1.5,15.0,1,10,,,,84923307429,2-s2.0-84923307429
10,Kusch J.,Interacting influences of climate factors and land cover types on the distribution of caddisflies (Trichoptera) in streams of a central European low mountain range,2015,Insect Conservation and Diversity,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85027933181&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85027933181&origin=inward,,2026-01-16 11:49:34,Article,10.1111/icad.12088,1752458X,https://api.elsevier.com/content/abstract/scopus_id/85027933181,8,1,,,,1.0,10.0,1,10,,,,85027933181,2-s2.0-85027933181
16,Stanić-Koštroman S.,"Environmental determinants of contrasting caddisfly (Insecta, Trichoptera) biodiversity in the Neretva and Bosna river basins (Bosnia and Herzegovina) under temperate and mediterranean climates",2015,International Review of Hydrobiology,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84928771634&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84928771634&origin=inward,,2026-01-16 11:49:34,Article,10.1002/iroh.201301631,14342944,https://api.elsevier.com/content/abstract/scopus_id/84928771634,100,2,,,,1.6,16.0,1,10,,,,84928771634,2-s2.0-84928771634
9,Buczyńska E.,First record of parasitism of water mite larva (Acari: Hydrachnidia) on the pupa of Trichoptera,2015,Acta Parasitologica,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84926328687&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84926328687&origin=inward,,2026-01-16 11:49:34,Article,10.1515/ap-2015-0028,12302821,https://api.elsevier.com/content/abstract/scopus_id/84926328687,60,2,,,,0.9,9.0,1,10,,,,84926328687,2-s2.0-84926328687
5,Esin E.,Effect of volcanism on environmental conditions and fauna in rivers of Eastern Kamchatka (using the example of watercourses flowing from Kikhpinych Volcano),2015,Inland Water Biology,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84948957992&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84948957992&origin=inward,,2026-01-16 11:49:34,Article,10.1134/S1995082915040069,19950829,https://api.elsevier.com/content/abstract/scopus_id/84948957992,8,4,,,,0.5,5.0,1,10,,,,84948957992,2-s2.0-84948957992
0,Tyrkin I.A.,Feeding peculiarities of the juveniles of the Atlantic salmon (Salmo salar L.) infected with the invasive parasite Gyrodactylus salaris in the Keret River,2015,Russian Journal of Biological Invasions,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84951979759&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84951979759&origin=inward,,2026-01-16 11:49:34,Article,10.1134/S2075111715040074,20751117,https://api.elsevier.com/content/abstract/scopus_id/84951979759,6,4,,,,0.0,0.0,1,10,,,,84951979759,2-s2.0-84951979759
21,Ibrahimi H.,New Distribution and Species Records of Caddisflies (Insecta: Trichoptera) from the Republic of Kosovo,2015,Entomological News,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85040074961&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85040074961&origin=inward,,2026-01-16 11:49:34,Article,10.3157/021.125.0402,0013872X,https://api.elsevier.com/content/abstract/scopus_id/85040074961,125,4,,,,2.1,21.0,1,10,,,,85040074961,2-s2.0-85040074961
0,Ladányi M.,Modelling the light trap catch results of different caddisfly species under different intensities of solar flares,2015,International Journal of Sustainable Agricultural Management and Informatics,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85051472161&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85051472161&origin=inward,,2026-01-16 11:49:34,Article,10.1504/IJSAMI.2015.075045,20545819,https://api.elsevier.com/content/abstract/scopus_id/85051472161,1,4,,,,0.0,0.0,1,10,,,,85051472161,2-s2.0-85051472161
