Region_Global,Applied Ecology,Biomonitoring/Water Quality,Conservation,Ecology/Behavior,Evolution/Phylogeny,Other,Physiology,Taxonomy/Systematics
Afrotropical,0.0,77.77777777777779,5.555555555555555,3.7037037037037033,3.7037037037037033,1.8518518518518516,3.7037037037037033,3.7037037037037033
Australasian,2.3255813953488373,20.930232558139537,4.651162790697675,46.51162790697674,16.27906976744186,0.0,1.1627906976744187,8.13953488372093
East Palearctic,0.7957559681697612,10.079575596816976,0.7957559681697612,13.262599469496022,10.079575596816976,0.2652519893899204,1.5915119363395225,63.12997347480106
Global,0.0,72.72727272727273,0.0,27.27272727272727,0.0,0.0,0.0,0.0
Nearctic,3.7037037037037033,41.00529100529101,2.1164021164021163,33.5978835978836,5.555555555555555,0.5291005291005291,3.1746031746031744,10.317460317460316
Neotropical,0.3436426116838488,31.27147766323024,0.6872852233676976,35.051546391752574,0.6872852233676976,0.6872852233676976,0.0,31.27147766323024
Not Specified,3.571428571428571,32.142857142857146,3.571428571428571,25.0,7.142857142857142,3.571428571428571,7.142857142857142,17.857142857142858
Oriental,0.7604562737642585,16.34980988593156,0.38022813688212925,9.885931558935361,9.125475285171103,0.0,0.7604562737642585,62.737642585551335
Palearctic,1.6544117647058825,34.74264705882353,1.6544117647058825,38.60294117647059,2.7573529411764706,0.5514705882352942,2.0220588235294117,18.014705882352942
