Study_Type,10+ authors,2 authors,3-5 authors,6-10 authors,Single author
Applied,15.69215161855575,8.097390021211842,35.068707922161764,37.03772018813981,4.104030249930831
Other,12.445300192543323,9.390862944162437,38.3248730964467,36.42569578155085,3.4132679852966916
Taxonomic,9.098497495826377,10.767946577629383,38.06343906510851,36.31051752921536,5.759599332220367
