Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
12,"A.L. Henriques-Oliveira","Leptoceridae (Insecta, Trichoptera) from Serra da Canastra Mountain Range, Southeast Brazil: Diversity, Distribution, and Description of Two New Species",2019,"Neotropical Entomology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85063966714&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85063966714&origin=inward",67,"2026-01-04 12:33:24","Article","10.1007/s13744-018-0633-4","1519-566X","https://api.elsevier.com/content/abstract/scopus_id/85063966714",48,2,277,289,12,1.71,12,1,7,"","",""
3,"P. Manoel","Long-term effects of a rural landscape on the structure and trophic organization of a fish assemblage",2019,"Acta Limnologica Brasiliensia","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85062880346&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85062880346&origin=inward",165,"2026-01-04 12:33:24","Article","10.1590/s2179-975x3217","0102-6712","https://api.elsevier.com/content/abstract/scopus_id/85062880346",31,,,,3,0.43,3,1,7,"","",""
20,"A. Martens","Long-term impact of severe wildfire and post-wildfire salvage logging on macroinvertebrate assemblage structure in Alberta's Rocky Mountains",2019,"International Journal of Wildland Fire","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85072540436&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85072540436&origin=inward",41,"2026-01-04 12:33:24","Article","10.1071/WF18177","1049-8001","https://api.elsevier.com/content/abstract/scopus_id/85072540436",28,10,738,749,20,2.86,20,1,7,"","",""
8,"P. Stretz","Macroinvertebrate Foraging on Larval Ambystoma maculatum across Ontogeny",2019,"Copeia","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85069216737&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85069216737&origin=inward",99,"2026-01-04 12:33:24","Article","10.1643/CH-18-140","0045-8511","https://api.elsevier.com/content/abstract/scopus_id/85069216737",107,2,244,249,8,1.14,8,1,7,"","",""
23,"O.A. Agboola","Macroinvertebrates as indicators of ecological conditions in the rivers of KwaZulu-Natal, South Africa",2019,"Ecological Indicators","","https://api.elsevier.com/content/article/eid/1-s2.0-S1470160X19304509","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85067853194&origin=inward",36,"2026-01-04 12:33:24","Article","10.1016/j.ecolind.2019.105465","1470-160X","https://api.elsevier.com/content/abstract/scopus_id/85067853194",106,,,,23,3.29,23,1,7,"","",""
2,"A. Muli","Macroinvertebrates of the Tributaries of Upper Baleh River, Sarawak",2019,"Borneo Journal of Resource Science and Technology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85097864226&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85097864226&origin=inward",172,"2026-01-04 12:33:24","Article","10.33736/bjrst.1355.2019","2229-9769","https://api.elsevier.com/content/abstract/scopus_id/85097864226",9,1,26,35,2,0.29,2,1,7,"","",""
2,"C.I. Olson","Mercury Accumulation in Millipedes (Narceus spp.) Living Adjacent to a Southern Appalachian Mountain Stream (USA)",2019,"Bulletin of Environmental Contamination and Toxicology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85068175091&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85068175091&origin=inward",176,"2026-01-04 12:33:24","Article","10.1007/s00128-019-02664-4","0007-4861","https://api.elsevier.com/content/abstract/scopus_id/85068175091",103,4,528,532,2,0.29,2,1,7,"","",""
2,"M.W. Green","Mesohabitat current velocity effects on Didymosphenia geminata and macroinvertebrates in a SE USA hypolimnetic tailwater",2019,"Aquatic Ecology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85070247321&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85070247321&origin=inward",182,"2026-01-04 12:33:24","Article","10.1007/s10452-019-09712-5","1386-2588","https://api.elsevier.com/content/abstract/scopus_id/85070247321",53,4,607,628,2,0.29,2,1,7,"","",""
5,"J.P.C. Menezes","Metrics of benthic communities and habitat quality associated to different types of land use",2019,"Engenharia Sanitaria E Ambiental","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85073533472&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85073533472&origin=inward",132,"2026-01-04 12:33:24","Article","10.1590/s1413-41522019175589","1413-4152","https://api.elsevier.com/content/abstract/scopus_id/85073533472",24,4,737,746,5,0.71,5,1,7,"","",""
67,"S.M. Ehlers","Microplastics of different characteristics are incorporated into the larval cases of the freshwater caddisfly Lepidostoma basale",2019,"Aquatic Biology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85069887415&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85069887415&origin=inward",9,"2026-01-04 12:33:24","Article","10.3354/ab00711","1864-7782","https://api.elsevier.com/content/abstract/scopus_id/85069887415",28,,67,77,67,9.57,67,1,7,"","",""
7,"P.I. Buckland","Mid-Devensian climate and landscape in England: New data from Finningley, South Yorkshire",2019,"Royal Society Open Science","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85070735241&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85070735241&origin=inward",110,"2026-01-04 12:33:24","Article","10.1098/rsos.190577","2054-5703","https://api.elsevier.com/content/abstract/scopus_id/85070735241",6,7,,,7,1.00,7,1,7,"","",""
13,"L. Kucerova","Modular structure, sequence diversification and appropriate nomenclature of seroins produced in the silk glands of Lepidoptera",2019,"Scientific Reports","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85062636303&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85062636303&origin=inward",63,"2026-01-04 12:33:24","Article","10.1038/s41598-019-40401-3","2045-2322","https://api.elsevier.com/content/abstract/scopus_id/85062636303",9,1,,,13,1.86,13,1,7,"","",""
6,"A.E. Hjalmarsson","Molecular phylogeny of Himalopsyche (Trichoptera, Rhyacophilidae)",2019,"Systematic Entomology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85067431890&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85067431890&origin=inward",115,"2026-01-04 12:33:24","Article","10.1111/syen.12367","0307-6970","https://api.elsevier.com/content/abstract/scopus_id/85067431890",44,4,973,984,6,0.86,6,1,7,"","",""
1,"D.E. Ruiter","Montiphylax, (Trichoptera, Limnephilidae), a new genus to accommodate the western North American species: Stenophylax antennatus Banks, 1900, Philocasca thor Nimmo, 1971, and Philocasca alba Nimmo, 1977",2019,"Zookeys","","https://api.elsevier.com/content/article/eid/1-s2.0-S1313298919003549","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85067958163&origin=inward",185,"2026-01-04 12:33:24","Article","10.3897/zookeys.845.31155","1313-2989","https://api.elsevier.com/content/abstract/scopus_id/85067958163",845,,153,180,1,0.14,1,1,7,"","",""
35,"M. Bundschuh","Nanoparticles transported from aquatic to terrestrial ecosystems via emerging aquatic insects compromise subsidy quality",2019,"Scientific Reports","","https://api.elsevier.com/content/article/eid/1-s2.0-S2045232219042305","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85074239827&origin=inward",18,"2026-01-04 12:33:24","Article","10.1038/s41598-019-52096-7","2045-2322","https://api.elsevier.com/content/abstract/scopus_id/85074239827",9,1,,,35,5.00,35,1,7,"","",""
21,"H. Ibrahimi","New additions to the caddisfly fauna (Insecta: Trichoptera) of the Sharr Mountains in Kosovo",2019,"Ecologica Montenegrina","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85086840367&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85086840367&origin=inward",40,"2026-01-04 12:33:24","Article","10.37828/EM.2019.23.6","2337-0173","https://api.elsevier.com/content/abstract/scopus_id/85086840367",23,,40,46,21,3.00,21,1,7,"","",""
6,"I. Sukatsheva","New Caddisflies of the Family Dysoneuridae (Insecta: Trichoptera) and Larval Cases (Incertae Familiae) from the Lower Cretaceous of Transbaikalia",2019,"Paleontological Journal","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85073227924&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85073227924&origin=inward",113,"2026-01-04 12:33:24","Article","10.1134/S0031030119050125","0031-0301","https://api.elsevier.com/content/abstract/scopus_id/85073227924",53,5,499,505,6,0.86,6,1,7,"","",""
12,"H. Ibrahimi","New records for the caddisfly (Insecta: Trichoptera) fauna of Montenegro",2019,"Journal of the Entomological Research Society","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85075449648&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85075449648&origin=inward",65,"2026-01-04 12:33:24","Article","","1302-0250","https://api.elsevier.com/content/abstract/scopus_id/85075449648",21,2,167,173,12,1.71,12,1,7,"","",""
4,"N.S. Baturina","New records of caddisflies (Trichoptera) from Salair Ridge, West Siberia",2019,"Far Eastern Entomologist","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85071391485&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85071391485&origin=inward",160,"2026-01-04 12:33:24","Article","10.25221/fee.388.2","1026-051X","https://api.elsevier.com/content/abstract/scopus_id/85071391485",388,,16,22,4,0.57,4,1,7,"","",""
1,"S.V. Dragan","New records of caddisflies of the genus plectrocnemia stephens, 1836 (Trichoptera: Polycentropodidae) from Siberia (Russia)",2019,"Kavkazskij Entomologiceskij Bulleten","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85083667754&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85083667754&origin=inward",192,"2026-01-04 12:33:24","Article","10.23885/181433262019152-335338","1814-3326","https://api.elsevier.com/content/abstract/scopus_id/85083667754",15,2,335,338,1,0.14,1,1,7,"","",""
4,"D.B. Strongman","New species and geographical distribution of trichomycetes (Gut fungi) in a novel host, caddisfly (Trichoptera)",2019,"Botany","","https://api.elsevier.com/content/article/eid/1-s2.0-S1916279019000478","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85072960439&origin=inward",151,"2026-01-04 12:33:24","Article","10.1139/cjb-2019-0089","1916-2804","https://api.elsevier.com/content/abstract/scopus_id/85072960439",97,10,537,545,4,0.57,4,1,7,"","",""
17,"A. Vilarino","New species and records of the most diverse caddisfly genus in Brazil, Smicridea McLachlan, 1871 (Trichoptera: Hydropsychidae): solving a species delimitation through an integrative taxonomic approach",2019,"Austral Entomology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85075621368&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85075621368&origin=inward",50,"2026-01-04 12:33:24","Article","10.1111/aen.12417","2052-174X","https://api.elsevier.com/content/abstract/scopus_id/85075621368",58,4,707,723,17,2.43,17,1,7,"","",""
7,"M. Kučinić","New species from the family hydroptilidae in croatian fauna collected in the krka national park with particular notice to biodiversity and dna barcoding",2019,"Natura Croatica","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85077686688&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85077686688&origin=inward",106,"2026-01-04 12:33:24","Article","10.20302/NC.2019.28.29","1330-0520","https://api.elsevier.com/content/abstract/scopus_id/85077686688",28,2,441,454,7,1.00,7,1,7,"","",""
5,"W. Mey","New species of caddisflies (Insecta: Trichoptera) from emergence traps at streams in central Palawan, Philippines",2019,"Aquatic Insects","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85069754135&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85069754135&origin=inward",125,"2026-01-04 12:33:24","Article","10.1080/01650424.2019.1617423","0165-0424","https://api.elsevier.com/content/abstract/scopus_id/85069754135",40,3,207,235,5,0.71,5,1,7,"","",""
3,"S. Melnitsky","New Species of Caddisflies (Insecta: Trichoptera) from V.A. Gusakov Collection",2019,"Paleontological Journal","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85073222123&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85073222123&origin=inward",162,"2026-01-04 12:33:24","Article","10.1134/S0031030119050095","0031-0301","https://api.elsevier.com/content/abstract/scopus_id/85073222123",53,5,506,510,3,0.43,3,1,7,"","",""
8,"L. Dumas","New species of Helicopsyche von Siebold 1856 (Trichoptera: Helicopsychidae) from Brazil, including the redescription of Helicopsyche (Feropsyche) planorboides Machado 1957",2019,"Zootaxa","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85067615200&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85067615200&origin=inward",97,"2026-01-04 12:33:24","Review","10.11646/zootaxa.4619.2.2","1175-5326","https://api.elsevier.com/content/abstract/scopus_id/85067615200",4619,2,231,250,8,1.14,8,1,7,"","",""
6,"J.V. Sganga","New Species, New Records, and Distribution of Smicridea Mclachlan 1871 in Bolivia (Trichoptera: Hydropsychidae)",2019,"Neotropical Entomology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85066493095&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85066493095&origin=inward",114,"2026-01-04 12:33:24","Article","10.1007/s13744-018-0645-0","1519-566X","https://api.elsevier.com/content/abstract/scopus_id/85066493095",48,3,399,414,6,0.86,6,1,7,"","",""
1,"T. Ito","Notes on six microcaddisfly species (Trichoptera: Hydroptilidae) recorded for Japan, one a newly described species",2019,"Zootaxa","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85068590086&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85068590086&origin=inward",187,"2026-01-04 12:33:24","Article","10.11646/zootaxa.4629.1.2","1175-5326","https://api.elsevier.com/content/abstract/scopus_id/85068590086",4629,1,26,38,1,0.14,1,1,7,"","",""
4,"Y. Hurtado-Borrero","Nymphal feeding habits of two Anacroneuria species (Plecoptera, Perlidae) from Sierra Nevada de Santa Marta, Colombia",2019,"Journal of Limnology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85064450338&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85064450338&origin=inward",149,"2026-01-04 12:33:24","Article","10.4081/jlimnol.2018.1858","1129-5767","https://api.elsevier.com/content/abstract/scopus_id/85064450338",78,1,40,46,4,0.57,4,1,7,"","",""
18,"B.B. Tumolo","Occupied and abandoned structures from ecosystem engineering differentially facilitate stream community colonization",2019,"Ecosphere","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85066470972&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85066470972&origin=inward",46,"2026-01-04 12:33:24","Article","10.1002/ecs2.2734","2150-8925","https://api.elsevier.com/content/abstract/scopus_id/85066470972",10,5,,,18,2.57,18,1,7,"","",""
10,"J. Suzuki","Oxidative stress response of caddisfly Stenopsyche marmorata larvae to abrupt hypoxia–normoxia shift",2019,"Aquatic Toxicology","","https://api.elsevier.com/content/article/eid/1-s2.0-S0166445X1831066X","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85063696132&origin=inward",80,"2026-01-04 12:33:24","Article","10.1016/j.aquatox.2019.04.001","0166-445X","https://api.elsevier.com/content/abstract/scopus_id/85063696132",211,,66,72,10,1.43,10,1,7,"","",""
5,"C.J.C. Uy","Phylogeny of Macronematinae (Trichoptera: Hydropsychidae) based on molecular and morphological analyses",2019,"Canadian Entomologist","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85072761719&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85072761719&origin=inward",135,"2026-01-04 12:33:24","Article","10.4039/tce.2019.57","0008-347X","https://api.elsevier.com/content/abstract/scopus_id/85072761719",151,6,696,716,5,0.71,5,1,7,"","",""
5,"Y. Ramos-Pastrana","Pig (Sus scrofa) decomposition in lotic and lentic aquatic systems as tool for determination a postmortem submersion interval in the Andean Amazon, caquetá, Colombia",2019,"Boletin Cientifico Del Centro De Museos","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85067558569&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85067558569&origin=inward",139,"2026-01-04 12:33:24","Article","10.17151/bccm.2019.23.1.3","0123-3068","https://api.elsevier.com/content/abstract/scopus_id/85067558569",23,1,55,72,5,0.71,5,1,7,"","",""
8,"D. Vondrák","Postglacial succession of caddisfly (Trichoptera) assemblages in a central European montane lake",2019,"Biologia","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85064271998&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85064271998&origin=inward",96,"2026-01-04 12:33:24","Article","10.2478/s11756-019-00249-4","0006-3088","https://api.elsevier.com/content/abstract/scopus_id/85064271998",74,10,1325,1338,8,1.14,8,1,7,"","",""
9,"M. Custodio","Quality of the aquatic environment of high andean rivers evaluated through environmental indicators: A case of the cunas river, Peru",2019,"Ingeniare","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85074672191&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85074672191&origin=inward",89,"2026-01-04 12:33:24","Article","10.4067/S0718-33052019000300396","0718-3291","https://api.elsevier.com/content/abstract/scopus_id/85074672191",27,3,396,409,9,1.29,9,1,7,"","",""
5,"L.W. Hall","Ranking the importance of benthic metrics and environmental stressors from over a decade of bioassessment multiple stressor studies in five California waterbodies",2019,"Journal of Environmental Science and Health Part A Toxic Hazardous Substances and Environmental Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85070999572&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85070999572&origin=inward",126,"2026-01-04 12:33:24","Article","10.1080/10934529.2019.1651590","1093-4529","https://api.elsevier.com/content/abstract/scopus_id/85070999572",54,14,1364,1386,5,0.71,5,1,7,"","",""
27,"T.D. King","Recurrent Losses and Rapid Evolution of the Condensin II Complex in Insects",2019,"Molecular Biology and Evolution","","https://api.elsevier.com/content/article/eid/1-s2.0-S1537171910001185","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85072627280&origin=inward",24,"2026-01-04 12:33:24","Article","10.1093/molbev/msz140","0737-4038","https://api.elsevier.com/content/abstract/scopus_id/85072627280",36,10,2195,2204,27,3.86,27,1,7,"","",""
28,"T. Bashnin","Relationship between pesticide accumulation in transplanted zebra mussel (Dreissena polymorpha) and community structure of aquatic macroinvertebrates",2019,"Environmental Pollution","","https://api.elsevier.com/content/article/eid/1-s2.0-S0269749119302696","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85067248648&origin=inward",22,"2026-01-04 12:33:24","Article","10.1016/j.envpol.2019.05.140","0269-7491","https://api.elsevier.com/content/abstract/scopus_id/85067248648",252,,591,598,28,4.00,28,1,7,"","",""
12,"E. South","Relative importance of Conservation Reserve Programs to aquatic insect biodiversity in an agricultural watershed in the Midwest, USA",2019,"Hydrobiologia","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85058136949&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85058136949&origin=inward",64,"2026-01-04 12:33:24","Article","10.1007/s10750-018-3842-2","0018-8158","https://api.elsevier.com/content/abstract/scopus_id/85058136949",829,1,323,340,12,1.71,12,1,7,"","",""
14,"B.A. Wolff","Resilience and regime shifts: Do novel communities impede ecological recovery in a historically metal-contaminated stream?",2019,"Journal of Applied Ecology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85073961655&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85073961655&origin=inward",61,"2026-01-04 12:33:24","Article","10.1111/1365-2664.13503","0021-8901","https://api.elsevier.com/content/abstract/scopus_id/85073961655",56,12,2698,2709,14,2.00,14,1,7,"","",""
73,"C. Shih","Rhythms of Insect Evolution: Evidence from the Jurassic and Cretaceous in Northern China",2019,"Rhythms of Insect Evolution Evidence from the Jurassic and Cretaceous in Northern China","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85147397471&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85147397471&origin=inward",6,"2026-01-04 12:33:24","Book","10.1002/9781119427957","","https://api.elsevier.com/content/abstract/scopus_id/85147397471",,,1,707,73,10.43,73,1,7,"","",""
8,"P.H. Monteiro do Amaral","Richness and distribution of Ephemeroptera, Plecoptera and Trichoptera in Atlantic forest streams",2019,"Acta Oecologica","","https://api.elsevier.com/content/article/eid/1-s2.0-S1146609X18304478","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85067420434&origin=inward",101,"2026-01-04 12:33:24","Article","10.1016/j.actao.2019.103441","1146-609X","https://api.elsevier.com/content/abstract/scopus_id/85067420434",99,,,,8,1.14,8,1,7,"","",""
1,"Z. Mosquera-Murillo","Riqueza y distribución de tricópteros inmaduros del departamento del Chocó, Colombia",2019,"Revista De La Academia Colombiana De Ciencias Exactas Fisicas Y Naturales","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85069173579&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85069173579&origin=inward",189,"2026-01-04 12:33:24","Article","10.18257/raccefyn.836","0370-3908","https://api.elsevier.com/content/abstract/scopus_id/85069173579",43,167,219,226,1,0.14,1,1,7,"","",""
26,"J.E. Mihalicz","Seasonal effects of a hydropeaking dam on a downstream benthic macroinvertebrate community",2019,"River Research and Applications","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85065181680&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85065181680&origin=inward",26,"2026-01-04 12:33:24","Article","10.1002/rra.3434","1535-1459","https://api.elsevier.com/content/abstract/scopus_id/85065181680",35,6,714,724,26,3.71,26,1,7,"","",""
11,"S.M. Correa-Garhwal","Semi-aquatic spider silks: transcripts, proteins, and silk fibres of the fishing spider, Dolomedes triton (Pisauridae)",2019,"Insect Molecular Biology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85055054167&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85055054167&origin=inward",69,"2026-01-04 12:33:24","Article","10.1111/imb.12527","0962-1075","https://api.elsevier.com/content/abstract/scopus_id/85055054167",28,1,35,51,11,1.57,11,1,7,"","",""
22,"C. Biasi","Shredders prefer soft and fungal-conditioned leaves, regardless of their initial chemical traits",2019,"Iheringia Serie Zoologia","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85067889535&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85067889535&origin=inward",39,"2026-01-04 12:33:24","Article","10.1590/1678-4766e2019004","0073-4721","https://api.elsevier.com/content/abstract/scopus_id/85067889535",109,,,,22,3.14,22,1,7,"","",""
3,"E.J.I. Pero","Species and genus richness and assemblage composition of stream caddisflies (Insecta: Trichoptera) vary with latitude in mountain rainforest of Argentina",2019,"Marine and Freshwater Research","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85058141099&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85058141099&origin=inward",166,"2026-01-04 12:33:24","Article","10.1071/MF18209","1323-1650","https://api.elsevier.com/content/abstract/scopus_id/85058141099",70,5,687,697,3,0.43,3,1,7,"","",""
1,"E. Buczyńska","Storage reservoirs beyond a lake district as secondary habitats for caddisflies (Insecta: Trichoptera) in an area of karst origin (SE Poland)",2019,"Knowledge and Management of Aquatic Ecosystems","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059934323&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059934323&origin=inward",190,"2026-01-04 12:33:24","Article","10.1051/kmae/2018045","1961-9502","https://api.elsevier.com/content/abstract/scopus_id/85059934323",2019,420,,,1,0.14,1,1,7,"","",""
22,"J.P. Bray","Stressor dominance and sensitivity-dependent antagonism: Disentangling the freshwater effects of an insecticide among co-occurring agricultural stressors",2019,"Journal of Applied Ecology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85067884368&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85067884368&origin=inward",38,"2026-01-04 12:33:24","Article","10.1111/1365-2664.13430","0021-8901","https://api.elsevier.com/content/abstract/scopus_id/85067884368",56,8,2020,2033,22,3.14,22,1,7,"","",""
3,"S.I. Melnitsky","Structure of Antennal Pseudoplacoid Sensilla in the Caddisfly Philopotamus montanus Donovan (Trichoptera, Philopotamidae)",2019,"Entomological Review","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85073214940&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85073214940&origin=inward",168,"2026-01-04 12:33:24","Article","10.1134/S0013873819040031","0013-8738","https://api.elsevier.com/content/abstract/scopus_id/85073214940",99,4,446,455,3,0.43,3,1,7,"","",""
9,"P. Wiberg-Larsen","Submarine Lateglacial lake deposits from the Kattegat, southern Scandinavia",2019,"Journal of Quaternary Science","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85061627851&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85061627851&origin=inward",84,"2026-01-04 12:33:24","Article","10.1002/jqs.3089","0267-8179","https://api.elsevier.com/content/abstract/scopus_id/85061627851",34,2,165,171,9,1.29,9,1,7,"","",""
11,"E. Buczyńska","Survival under anthropogenic impact: The response of dragonflies (Odonata), beetles (Coleoptera) and caddisflies (Trichoptera) to environmental disturbances in a two-way industrial canal system (central Poland)",2019,"Peerj","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059857041&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059857041&origin=inward",77,"2026-01-04 12:33:24","Article","10.7717/peerj.6215","2167-8359","https://api.elsevier.com/content/abstract/scopus_id/85059857041",2019,1,,,11,1.57,11,1,7,"","",""
17,"S. Guareschi","Taxonomic changes and non-native species: An overview of constraints and new challenges for macroinvertebrate-based indices calculation in river ecosystems",2019,"Science of the Total Environment","","https://api.elsevier.com/content/article/eid/1-s2.0-S0048969719300087","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059640437&origin=inward",49,"2026-01-04 12:33:24","Note","10.1016/j.scitotenv.2019.01.008","0048-9697","https://api.elsevier.com/content/abstract/scopus_id/85059640437",660,,40,46,17,2.43,17,1,7,"","",""
